Region index,Region label,Time,Distance driven [km],Speed [kmh],Free flow speed [kmh],Congestion level [%],Travel time per 10 km [min],Road network length [km]
72,Region 94,2024-08-26T15:00,2158.139,33.1,45.6,37.5,18,116.709
72,Region 94,2024-08-26T16:00,2231.996,32.9,45.7,38.9,18.2,116.709
72,Region 94,2024-08-26T17:00,2623.74,30.5,44.7,46.4,19.6,116.709
72,Region 94,2024-08-26T18:00,1867.591,33.5,44.4,32.6,17.8,116.709
72,Region 94,2024-08-26T19:00,1346.705,33.3,43.1,29.6,18,116.709
72,Region 94,2024-08-26T20:00,1078.136,34.7,43.3,24.7,17.2,116.709
72,Region 94,2024-08-26T21:00,946.083,35.6,43.7,22.8,16.8,116.709
72,Region 94,2024-08-26T22:00,661.907,37.8,44.3,17.3,15.8,116.709
72,Region 94,2024-08-26T23:00,383.243,40.5,45.4,12.1,14.8,116.709
73,Region 95,2024-08-26T00:00,297.939,49.4,51.8,4.7,12.1,63.197
73,Region 95,2024-08-26T01:00,108.491,42.7,49.8,16.6,14,63.197
73,Region 95,2024-08-26T02:00,83.279,48.5,50.1,3.3,12.3,63.197
73,Region 95,2024-08-26T03:00,50.617,48.4,48.4,0,12.3,63.197
73,Region 95,2024-08-26T04:00,99.547,53.9,51.7,0,11.1,63.197
73,Region 95,2024-08-26T05:00,236.376,49.7,51.5,3.6,12,63.197
73,Region 95,2024-08-26T06:00,1022.965,49.5,52.7,6.5,12.1,63.197
73,Region 95,2024-08-26T07:00,2057.467,45.5,52.5,15.2,13.1,63.197
73,Region 95,2024-08-26T08:00,3018.2,42.2,52.4,24,14.2,63.197
73,Region 95,2024-08-26T09:00,2147.899,42.8,51.3,19.7,13.9,63.197
73,Region 95,2024-08-26T10:00,2047.857,41.4,50.7,22.5,14.4,63.197
73,Region 95,2024-08-26T11:00,2028.945,40.3,51.1,26.5,14.8,63.197
73,Region 95,2024-08-26T12:00,2149.867,40.8,51.4,25.9,14.7,63.197
73,Region 95,2024-08-26T13:00,2165.456,40.5,51.5,27.1,14.8,63.197
73,Region 95,2024-08-26T14:00,2277.958,40.5,51.7,27.6,14.7,63.197
73,Region 95,2024-08-26T15:00,2693.559,39.4,51.4,30.3,15.2,63.197
73,Region 95,2024-08-26T16:00,2953.748,40,51.5,28.7,14.9,63.197
73,Region 95,2024-08-26T17:00,3327.561,40.4,52.2,29.1,14.8,63.197
73,Region 95,2024-08-26T18:00,2298.866,41.3,51.5,24.5,14.5,63.197
73,Region 95,2024-08-26T19:00,1474.441,42.2,50.4,19.4,14.2,63.197
73,Region 95,2024-08-26T20:00,1130.568,42.9,51,18.9,13.9,63.197
73,Region 95,2024-08-26T21:00,937.927,44.1,50.5,14.4,13.5,63.197
73,Region 95,2024-08-26T22:00,665.49,44.7,50.7,13.2,13.4,63.197
73,Region 95,2024-08-26T23:00,363.5,48.7,50.7,4.1,12.3,63.197
74,Region 96,2024-08-26T00:00,150.619,63.7,64.4,1,9.4,44.969
74,Region 96,2024-08-26T01:00,58.627,62.8,64.8,3.1,9.5,44.969
74,Region 96,2024-08-26T02:00,23.762,57.1,61.7,8,10.4,44.969
74,Region 96,2024-08-26T03:00,20.676,47.1,57.7,22.6,12.7,44.969
74,Region 96,2024-08-26T04:00,35.173,65,63.5,0,9.2,44.969
74,Region 96,2024-08-26T05:00,125.48,71,65.5,0,8.4,44.969
74,Region 96,2024-08-26T06:00,563.234,64.6,62.9,0,9.2,44.969
74,Region 96,2024-08-26T07:00,1220.409,58.2,60.8,4.4,10.2,44.969
74,Region 96,2024-08-26T08:00,1711.846,55.4,59.6,7.5,10.8,44.969
74,Region 96,2024-08-26T09:00,1233.891,54.7,59.3,8.4,10.9,44.969
74,Region 96,2024-08-26T10:00,1146.329,51.2,57.5,12.4,11.7,44.969
74,Region 96,2024-08-26T11:00,1067.792,49.1,56.4,14.7,12.2,44.969
74,Region 96,2024-08-26T12:00,1154.673,51,57.3,12.3,11.7,44.969
74,Region 96,2024-08-26T13:00,1179.741,50.1,56.8,13.2,11.9,44.969
74,Region 96,2024-08-26T14:00,1279.107,48.9,56.2,14.9,12.2,44.969
74,Region 96,2024-08-26T15:00,1495.437,50.2,57,13.5,11.9,44.969
74,Region 96,2024-08-26T16:00,1607.316,51.2,57.7,12.7,11.7,44.969
74,Region 96,2024-08-26T17:00,1851.07,50.5,57.5,13.8,11.8,44.969
74,Region 96,2024-08-26T18:00,1351.534,54.3,58.1,6.9,11,44.969
74,Region 96,2024-08-26T19:00,795.536,56.1,59.2,5.4,10.6,44.969
74,Region 96,2024-08-26T20:00,639.338,53.3,57.6,8.1,11.2,44.969
74,Region 96,2024-08-26T21:00,504.439,56.1,59.4,5.8,10.6,44.969
74,Region 96,2024-08-26T22:00,335.375,57.2,58.9,2.9,10.4,44.969
74,Region 96,2024-08-26T23:00,169.029,59.4,61.2,2.9,10,44.969
75,Region 99,2024-08-26T00:00,0.71,33.6,43.7,29.9,17.8,13.998
75,Region 99,2024-08-26T01:00,1.058,42.1,40.6,0,14.2,13.998
75,Region 99,2024-08-26T04:00,0.933,37.1,46.2,24.7,16.1,13.998
75,Region 99,2024-08-26T05:00,2.402,35.5,45.4,27.6,16.8,13.998
75,Region 99,2024-08-26T06:00,10.177,32.4,44,35.7,18.5,13.998
75,Region 99,2024-08-26T07:00,33.103,39.2,43.7,11.5,15.2,13.998
75,Region 99,2024-08-26T08:00,35.747,34.8,43.3,24.3,17.2,13.998
75,Region 99,2024-08-26T09:00,30.141,32.4,43.2,33.3,18.5,13.998
75,Region 99,2024-08-26T10:00,25.605,36.8,43.2,17.4,16.2,13.998
75,Region 99,2024-08-26T11:00,28.212,30.7,40.4,31.4,19.5,13.998
75,Region 99,2024-08-26T12:00,34.425,30.6,43.5,41.9,19.5,13.998
75,Region 99,2024-08-26T13:00,23.043,33,42.1,27.3,18.1,13.998
75,Region 99,2024-08-26T14:00,25.101,32,43,34.3,18.7,13.998
75,Region 99,2024-08-26T15:00,45.201,36.3,43.2,19,16.4,13.998
75,Region 99,2024-08-26T16:00,93.813,37.2,43.6,17.1,16.1,13.998
75,Region 99,2024-08-26T17:00,134.785,34.9,43.1,23.6,17.1,13.998
75,Region 99,2024-08-26T18:00,38.148,34,42.5,24.8,17.6,13.998
75,Region 99,2024-08-26T19:00,20.662,38.2,43.5,13.9,15.6,13.998
75,Region 99,2024-08-26T20:00,29.077,34.6,43,24.1,17.3,13.998
75,Region 99,2024-08-26T21:00,15.266,31.5,42.5,35,19,13.998
75,Region 99,2024-08-26T22:00,9.414,47.6,44.3,0,12.5,13.998
75,Region 99,2024-08-26T23:00,3.354,37.2,43,15.8,16.1,13.998
76,Region 100,2024-08-26T00:00,121.288,94.6,93.6,0,6.3,18.324
76,Region 100,2024-08-26T01:00,71.899,84.9,87.1,2.5,7,18.324
76,Region 100,2024-08-26T02:00,44.125,90.9,91.3,0.4,6.5,18.324
76,Region 100,2024-08-26T03:00,39.866,90.2,91,0.8,6.6,18.324
76,Region 100,2024-08-26T04:00,62.569,94.5,99.6,5.4,6.3,18.324
76,Region 100,2024-08-26T05:00,167.275,89.8,90.9,1.2,6.6,18.324
76,Region 100,2024-08-26T06:00,450.699,88.5,93.9,6,6.7,18.324
76,Region 100,2024-08-26T07:00,793.856,84.8,91.3,7.5,7,18.324
76,Region 100,2024-08-26T08:00,979.783,81.9,91.3,11.5,7.3,18.324
76,Region 100,2024-08-26T09:00,709.698,79.9,88.3,10.5,7.5,18.324
76,Region 100,2024-08-26T10:00,575.823,75.6,85,12.4,7.9,18.324
76,Region 100,2024-08-26T11:00,572.902,71.7,82.2,14.6,8.3,18.324
76,Region 100,2024-08-26T12:00,636.513,68.7,81.5,18.5,8.7,18.324
76,Region 100,2024-08-26T13:00,637.734,70.7,82.5,16.6,8.4,18.324
76,Region 100,2024-08-26T14:00,681.315,70.1,82.7,18,8.5,18.324
76,Region 100,2024-08-26T15:00,822.88,65.8,83.1,26.2,9.1,18.324
76,Region 100,2024-08-26T16:00,901.327,52.4,77.1,47,11.4,18.324
76,Region 100,2024-08-26T17:00,1012.035,47.2,77.6,64.5,12.7,18.324
76,Region 100,2024-08-26T18:00,761.99,77.2,85.3,10.3,7.7,18.324
76,Region 100,2024-08-26T19:00,453.953,81.6,85.5,4.8,7.3,18.324
76,Region 100,2024-08-26T20:00,374.422,77.2,82.7,7.1,7.7,18.324
76,Region 100,2024-08-26T21:00,310.026,81.6,86.1,5.5,7.3,18.324
76,Region 100,2024-08-26T22:00,240.564,80.9,85.9,6.2,7.4,18.324
76,Region 100,2024-08-26T23:00,164.794,84.2,89.8,6.6,7.1,18.324
77,Region 101,2024-08-26T00:00,916.477,78.4,88.1,12.4,7.6,75.088
77,Region 101,2024-08-26T01:00,524.221,88.7,88.5,0,6.7,75.088
77,Region 101,2024-08-26T02:00,343.181,82.8,86.4,4.2,7.2,75.088
77,Region 101,2024-08-26T03:00,344.018,75.5,85.3,12.8,7.9,75.088
77,Region 101,2024-08-26T04:00,500.393,86.5,89.2,3.1,6.9,75.088
77,Region 101,2024-08-26T05:00,1369.073,82,85.3,3.9,7.3,75.088
77,Region 101,2024-08-26T06:00,3911.729,78.3,84,7.2,7.6,75.088
77,Region 101,2024-08-26T07:00,6952.309,70.7,80.2,13.5,8.4,75.088
77,Region 101,2024-08-26T08:00,9196.8,64.5,77.8,20.4,9.2,75.088
77,Region 101,2024-08-26T09:00,6713.093,64.6,77,19.2,9.2,75.088
77,Region 101,2024-08-26T10:00,5322.448,66,77.1,16.9,9,75.088
77,Region 101,2024-08-26T11:00,5272.826,65.7,77.3,17.6,9.1,75.088
77,Region 101,2024-08-26T12:00,5914.328,65.7,77.4,17.7,9.1,75.088
77,Region 101,2024-08-26T13:00,6095.883,65.7,76.9,17.1,9.1,75.088
77,Region 101,2024-08-26T14:00,6352.419,64.6,77.7,20.1,9.2,75.088
77,Region 101,2024-08-26T15:00,7465.342,63.7,78.3,22.9,9.4,75.088
77,Region 101,2024-08-26T16:00,8135.942,52.2,76.5,46.5,11.4,75.088
77,Region 101,2024-08-26T17:00,8500.668,40.4,76.3,88.7,14.8,75.088
77,Region 101,2024-08-26T18:00,6451.043,72.7,81.8,12.4,8.2,75.088
77,Region 101,2024-08-26T19:00,4047.82,75.2,80.2,6.7,7.9,75.088
77,Region 101,2024-08-26T20:00,3275.42,73.1,80,9.4,8.2,75.088
77,Region 101,2024-08-26T21:00,2750.268,75.1,80.3,6.9,7.9,75.088
77,Region 101,2024-08-26T22:00,2051.379,79.5,82.6,3.9,7.5,75.088
77,Region 101,2024-08-26T23:00,1408.422,75,84.8,13.1,7.9,75.088
78,Region 102,2024-08-26T00:00,1245.789,87.7,89.2,1.6,6.8,100.999
78,Region 102,2024-08-26T01:00,691.973,94.6,95.1,0.5,6.3,100.999
78,Region 102,2024-08-26T02:00,455.536,86.2,88.2,2.3,6.9,100.999
78,Region 102,2024-08-26T03:00,411.319,87.3,94.3,7.9,6.8,100.999
78,Region 102,2024-08-26T04:00,635.92,92.7,94.1,1.4,6.4,100.999
78,Region 102,2024-08-26T05:00,1678.608,94.2,95.4,1.2,6.3,100.999
78,Region 102,2024-08-26T06:00,4606.046,89.4,92.8,3.7,6.7,100.999
78,Region 102,2024-08-26T07:00,7918.411,84.4,91.9,8.8,7.1,100.999
78,Region 102,2024-08-26T08:00,10303.787,74.4,86.9,16.7,8,100.999
78,Region 102,2024-08-26T09:00,7400.56,75,86.2,15,7.9,100.999
78,Region 102,2024-08-26T10:00,6015.068,71.1,82.8,16.4,8.4,100.999
78,Region 102,2024-08-26T11:00,5896.836,69.4,81.5,17.4,8.6,100.999
78,Region 102,2024-08-26T12:00,6720.868,68.4,81.5,19.1,8.7,100.999
78,Region 102,2024-08-26T13:00,6783.889,68.6,81.1,18.2,8.7,100.999
78,Region 102,2024-08-26T14:00,7253.875,68.9,81.5,18.3,8.7,100.999
78,Region 102,2024-08-26T15:00,8446.749,70.8,83.5,18,8.4,100.999
78,Region 102,2024-08-26T16:00,8918.518,62.2,82.8,33.1,9.6,100.999
78,Region 102,2024-08-26T17:00,8874.44,44.1,82.1,86,13.5,100.999
78,Region 102,2024-08-26T18:00,7726.197,70,82.7,18.1,8.5,100.999
78,Region 102,2024-08-26T19:00,4848.887,70.8,79.1,11.7,8.4,100.999
78,Region 102,2024-08-26T20:00,3839.013,71.3,78.5,10.1,8.4,100.999
78,Region 102,2024-08-26T21:00,3285.142,76.4,81.8,7,7.8,100.999
78,Region 102,2024-08-26T22:00,2416.272,82.8,86.5,4.4,7.2,100.999
78,Region 102,2024-08-26T23:00,1775.58,88.4,90.1,1.9,6.7,100.999
79,Region 103,2024-08-26T00:00,119.497,52.1,56.4,8.3,11.5,48.515
79,Region 103,2024-08-26T01:00,70.954,52.2,56.7,8.6,11.4,48.515
79,Region 103,2024-08-26T02:00,51.304,54.3,58,6.6,11,48.515
79,Region 103,2024-08-26T03:00,30.089,68.8,69.1,0.4,8.7,48.515
79,Region 103,2024-08-26T04:00,48.347,65.5,68.5,4.6,9.1,48.515
79,Region 103,2024-08-26T05:00,132.861,68.6,67,0,8.7,48.515
79,Region 103,2024-08-26T06:00,376.195,65.7,66.4,1.1,9.1,48.515
79,Region 103,2024-08-26T07:00,753.435,57.1,61.1,6.8,10.4,48.515
79,Region 103,2024-08-26T08:00,939.195,53.8,61,13.4,11.1,48.515
79,Region 103,2024-08-26T09:00,652.124,54.3,61.7,13.6,11,48.515
79,Region 103,2024-08-26T10:00,570.717,54.9,60.1,9.4,10.9,48.515
79,Region 103,2024-08-26T11:00,570.141,53.3,58.8,10.1,11.2,48.515
79,Region 103,2024-08-26T12:00,656.65,52.4,58.1,10.9,11.4,48.515
79,Region 103,2024-08-26T13:00,641.345,53.2,58.6,10.1,11.2,48.515
79,Region 103,2024-08-26T14:00,793.515,48.6,55.2,13.7,12.3,48.515
79,Region 103,2024-08-26T15:00,814.292,52.5,58,10.4,11.4,48.515
79,Region 103,2024-08-26T16:00,953.539,48.3,57,18,12.4,48.515
79,Region 103,2024-08-26T17:00,972.091,46,55.9,21.4,13,48.515
79,Region 103,2024-08-26T18:00,859.242,50.8,56,10.2,11.7,48.515
79,Region 103,2024-08-26T19:00,572.384,49.4,53.9,9,12.1,48.515
79,Region 103,2024-08-26T20:00,478.484,47.6,52.1,9.6,12.6,48.515
79,Region 103,2024-08-26T21:00,355.183,51.1,56.2,10,11.7,48.515
79,Region 103,2024-08-26T22:00,287.465,52.7,53.8,2,11.3,48.515
79,Region 103,2024-08-26T23:00,188.911,57.2,59.3,3.7,10.4,48.515
80,Region 104,2024-08-26T00:00,186.751,40.5,42.6,5.1,14.8,95.315
80,Region 104,2024-08-26T01:00,93.113,37.2,40.2,8,16.1,95.315
80,Region 104,2024-08-26T02:00,58.674,41.5,42.7,2.8,14.4,95.315
80,Region 104,2024-08-26T03:00,23.042,31.5,43.4,37.4,18.9,95.315
80,Region 104,2024-08-26T04:00,52.736,41.9,48.6,16.1,14.3,95.315
80,Region 104,2024-08-26T05:00,125.576,49,49.1,0.2,12.2,95.315
80,Region 104,2024-08-26T06:00,438.836,41.8,45.9,9.6,14.3,95.315
80,Region 104,2024-08-26T07:00,1040.674,34.6,42.1,21.7,17.3,95.315
80,Region 104,2024-08-26T08:00,1505.524,28.9,39.6,36.5,20.6,95.315
80,Region 104,2024-08-26T09:00,1023.95,32.9,41.6,26.3,18.1,95.315
80,Region 104,2024-08-26T10:00,1037.84,30.9,40.3,30.4,19.3,95.315
80,Region 104,2024-08-26T11:00,970.41,32.3,40.6,25.5,18.5,95.315
80,Region 104,2024-08-26T12:00,1198.4,31,40.7,30.9,19.2,95.315
80,Region 104,2024-08-26T13:00,1184.125,29.8,39.5,32.4,20.1,95.315
80,Region 104,2024-08-26T14:00,1334.771,29.3,39.7,35.3,20.4,95.315
80,Region 104,2024-08-26T15:00,1385.879,29.7,40.3,35.5,20.1,95.315
80,Region 104,2024-08-26T16:00,1653.461,30.3,41.1,35.7,19.7,95.315
80,Region 104,2024-08-26T17:00,1815.145,29.5,40.6,37.8,20.3,95.315
80,Region 104,2024-08-26T18:00,1330.457,31.5,40.5,28.5,19,95.315
80,Region 104,2024-08-26T19:00,1038.747,31.6,38.9,23.2,18.9,95.315
80,Region 104,2024-08-26T20:00,889.307,31.8,39.8,25,18.8,95.315
80,Region 104,2024-08-26T21:00,672.671,33.1,40,20.8,18.1,95.315
80,Region 104,2024-08-26T22:00,507.808,35.5,39.8,12.2,16.9,95.315
80,Region 104,2024-08-26T23:00,359.729,35.7,40.2,12.6,16.7,95.315
81,Region 105,2024-08-26T00:00,3228.629,98,97.6,0,6.1,96.438
81,Region 105,2024-08-26T01:00,1786.958,100.9,99.6,0,5.9,96.438
81,Region 105,2024-08-26T02:00,1250.661,97.6,99.7,2.1,6.1,96.438
81,Region 105,2024-08-26T03:00,1215.931,101.6,101.2,0,5.9,96.438
81,Region 105,2024-08-26T04:00,2041.813,98.4,100.5,2.1,6,96.438
81,Region 105,2024-08-26T05:00,6484.359,99.6,100.8,1.1,6,96.438
81,Region 105,2024-08-26T06:00,15509.626,93.6,99.1,5.8,6.4,96.438
81,Region 105,2024-08-26T07:00,24825.135,87.6,96.8,10.5,6.8,96.438
81,Region 105,2024-08-26T08:00,27815.615,86.4,95.1,10,6.9,96.438
81,Region 105,2024-08-26T09:00,21091.156,86.7,95.3,10,6.9,96.438
81,Region 105,2024-08-26T10:00,17153.26,85.9,95.3,11,6.9,96.438
81,Region 105,2024-08-26T11:00,17657.815,85.3,95.1,11.3,7,96.438
81,Region 105,2024-08-26T12:00,19128.584,85.5,94.5,10.4,7,96.438
81,Region 105,2024-08-26T13:00,19874.383,85.6,94.5,10.4,7,96.438
81,Region 105,2024-08-26T14:00,20965.616,85.9,94.9,10.4,6.9,96.438
81,Region 105,2024-08-26T15:00,23724.611,81.4,95.1,16.8,7.3,96.438
81,Region 105,2024-08-26T16:00,24692.822,78.7,94.6,20.2,7.6,96.438
81,Region 105,2024-08-26T17:00,25923.214,63.3,94.4,49.1,9.4,96.438
81,Region 105,2024-08-26T18:00,18686.552,89.8,95.4,6.2,6.6,96.438
81,Region 105,2024-08-26T19:00,12447.092,93.6,95,1.5,6.4,96.438
81,Region 105,2024-08-26T20:00,10012.736,92.2,93.7,1.6,6.5,96.438
81,Region 105,2024-08-26T21:00,8760.349,93.2,94.7,1.6,6.4,96.438
81,Region 105,2024-08-26T22:00,6758.991,94.6,95,0.4,6.3,96.438
81,Region 105,2024-08-26T23:00,4628.067,94.7,95.3,0.6,6.3,96.438
82,Region 106,2024-08-26T00:00,452.673,52.8,53.5,1.2,11.3,122.212
82,Region 106,2024-08-26T01:00,229.244,54.6,56.1,2.6,10.9,122.212
82,Region 106,2024-08-26T02:00,184.683,50,52.5,5,11.9,122.212
82,Region 106,2024-08-26T03:00,123.564,64.1,62.2,0,9.3,122.212
82,Region 106,2024-08-26T04:00,232.318,56.3,58.8,4.4,10.6,122.212
82,Region 106,2024-08-26T05:00,642.207,56.9,58.6,2.9,10.5,122.212
82,Region 106,2024-08-26T06:00,1652.039,50.3,56.5,12.1,11.9,122.212
82,Region 106,2024-08-26T07:00,3464.352,39.8,52.7,32.2,15,122.212
82,Region 106,2024-08-26T08:00,4680.331,35.8,50.4,40.7,16.7,122.212
82,Region 106,2024-08-26T09:00,3669.114,38.3,50.5,31.8,15.6,122.212
82,Region 106,2024-08-26T10:00,3405.332,35.6,49.5,38.9,16.8,122.212
82,Region 106,2024-08-26T11:00,3946.519,32.9,48.5,47.2,18.2,122.212
82,Region 106,2024-08-26T12:00,4210.658,31.5,48.1,52.4,18.9,122.212
82,Region 106,2024-08-26T13:00,4290.056,30.4,48.1,58.4,19.7,122.212
82,Region 106,2024-08-26T14:00,4647.03,29.8,48.1,61.4,20.1,122.212
82,Region 106,2024-08-26T15:00,5092.637,28.8,47.8,65.9,20.7,122.212
82,Region 106,2024-08-26T16:00,4852.034,28.1,47.9,70.3,21.3,122.212
82,Region 106,2024-08-26T17:00,5453.984,29.3,47.4,61.5,20.4,122.212
82,Region 106,2024-08-26T18:00,4208.015,34.7,47.5,36.7,17.2,122.212
82,Region 106,2024-08-26T19:00,3312.722,35.4,46.5,31.4,16.9,122.212
82,Region 106,2024-08-26T20:00,2393.46,36.5,46.6,27.5,16.3,122.212
82,Region 106,2024-08-26T21:00,1831.846,39.4,47.5,20.2,15.1,122.212
82,Region 106,2024-08-26T22:00,1254.357,44,49.4,12.3,13.6,122.212
82,Region 106,2024-08-26T23:00,675.07,49.3,51.8,4.8,12.1,122.212
83,Region 107,2024-08-26T00:00,54.984,47.6,50,5,12.6,42.473
83,Region 107,2024-08-26T01:00,22.279,52.8,53.6,1.5,11.3,42.473
83,Region 107,2024-08-26T02:00,17.547,55.8,56.1,0.5,10.7,42.473
83,Region 107,2024-08-26T03:00,15.638,30.2,38.1,26.1,19.8,42.473
83,Region 107,2024-08-26T04:00,19.853,48.8,50.7,3.8,12.2,42.473
83,Region 107,2024-08-26T05:00,45.191,51.9,57,9.8,11.5,42.473
83,Region 107,2024-08-26T06:00,199.317,54.6,57.6,5.3,10.9,42.473
83,Region 107,2024-08-26T07:00,434.077,48.1,54.7,13.8,12.4,42.473
83,Region 107,2024-08-26T08:00,647.821,48.5,57,17.5,12.3,42.473
83,Region 107,2024-08-26T09:00,510.857,48.4,57.3,18.3,12.3,42.473
83,Region 107,2024-08-26T10:00,491.509,45.7,56,22.4,13.1,42.473
83,Region 107,2024-08-26T11:00,529.328,42.4,54.7,28.8,14.1,42.473
83,Region 107,2024-08-26T12:00,584.364,42.9,55,28,13.9,42.473
83,Region 107,2024-08-26T13:00,642.632,41.6,53.6,28.9,14.4,42.473
83,Region 107,2024-08-26T14:00,628.566,42.1,55.2,31.1,14.2,42.473
83,Region 107,2024-08-26T15:00,676.021,43,55.4,28.6,13.9,42.473
83,Region 107,2024-08-26T16:00,677.999,44.6,55.5,24.3,13.4,42.473
83,Region 107,2024-08-26T17:00,779.178,45.2,55.5,22.7,13.2,42.473
83,Region 107,2024-08-26T18:00,615.579,44.6,54.3,21.7,13.4,42.473
83,Region 107,2024-08-26T19:00,444.82,41.7,51.6,23.8,14.3,42.473
83,Region 107,2024-08-26T20:00,345.992,43.6,52.4,20.1,13.7,42.473
83,Region 107,2024-08-26T21:00,282.805,46.3,52.6,13.5,12.9,42.473
83,Region 107,2024-08-26T22:00,181.837,46.6,52,11.6,12.8,42.473
83,Region 107,2024-08-26T23:00,84.753,45.9,47.9,4.4,13,42.473
84,Region 112,2024-08-26T00:00,669.748,103.8,103.4,0,5.7,10.248
84,Region 112,2024-08-26T01:00,384.609,104.3,103.7,0,5.7,10.248
84,Region 112,2024-08-26T02:00,246.715,103.8,103.8,0,5.7,10.248
84,Region 112,2024-08-26T03:00,236.414,104,103.6,0,5.7,10.248
84,Region 112,2024-08-26T04:00,351.178,102.2,103.4,1.1,5.8,10.248
84,Region 112,2024-08-26T05:00,956.206,102.6,103.5,0.8,5.8,10.248
84,Region 112,2024-08-26T06:00,2547.61,101,103.3,2.2,5.9,10.248
84,Region 112,2024-08-26T07:00,4174.718,99.5,103.7,4.2,6,10.248
84,Region 112,2024-08-26T08:00,5188.268,98.1,103.5,5.5,6.1,10.248
84,Region 112,2024-08-26T09:00,3694.913,98.8,103.6,4.8,6,10.248
84,Region 112,2024-08-26T10:00,2957.214,97.7,103.6,5.9,6.1,10.248
84,Region 112,2024-08-26T11:00,2899.077,97.1,103.4,6.5,6.1,10.248
84,Region 112,2024-08-26T12:00,3273.188,97.8,103.2,5.5,6.1,10.248
84,Region 112,2024-08-26T13:00,3355.302,97.8,103.4,5.7,6.1,10.248
84,Region 112,2024-08-26T14:00,3525.728,98.1,103.4,5.4,6.1,10.248
84,Region 112,2024-08-26T15:00,4150.332,82,103.5,26.1,7.3,10.248
84,Region 112,2024-08-26T16:00,4210.88,64.6,102.8,59,9.2,10.248
84,Region 112,2024-08-26T17:00,4710.88,59,102.7,74,10.1,10.248
84,Region 112,2024-08-26T18:00,3930.592,98.1,102.8,4.8,6.1,10.248
84,Region 112,2024-08-26T19:00,2364.217,101.5,102.8,1.2,5.9,10.248
84,Region 112,2024-08-26T20:00,1873.857,102.8,103.1,0.3,5.8,10.248
84,Region 112,2024-08-26T21:00,1644.092,101.8,102.9,1,5.8,10.248
84,Region 112,2024-08-26T22:00,1303.762,102.9,103,0.1,5.8,10.248
84,Region 112,2024-08-26T23:00,934.705,103.1,103.5,0.3,5.8,10.248
85,Region 113,2024-08-26T00:00,29.493,57.4,58.3,1.6,10.4,22.129
85,Region 113,2024-08-26T01:00,17.161,53.2,50,0,11.2,22.129
85,Region 113,2024-08-26T02:00,10.633,39.9,40.8,2.2,15,22.129
85,Region 113,2024-08-26T03:00,20.612,50.3,51.2,1.7,11.9,22.129
85,Region 113,2024-08-26T04:00,28.213,40.6,51.7,27.1,14.7,22.129
85,Region 113,2024-08-26T05:00,89.641,52,55.1,5.9,11.5,22.129
85,Region 113,2024-08-26T06:00,224.122,43.5,54.2,24.4,13.7,22.129
85,Region 113,2024-08-26T07:00,518.856,39.1,55.2,41,15.3,22.129
85,Region 113,2024-08-26T08:00,698.044,35.8,54.7,52.5,16.7,22.129
85,Region 113,2024-08-26T09:00,430.944,37.2,52.1,40.1,16.1,22.129
85,Region 113,2024-08-26T10:00,380.233,39.1,53.2,36,15.3,22.129
85,Region 113,2024-08-26T11:00,376.116,37.8,52.4,38.4,15.8,22.129
85,Region 113,2024-08-26T12:00,416.092,39,53.3,36.6,15.3,22.129
85,Region 113,2024-08-26T13:00,437.727,38.6,52,34.8,15.5,22.129
85,Region 113,2024-08-26T14:00,437.01,40.2,54.5,35.5,14.9,22.129
85,Region 113,2024-08-26T15:00,515.77,39.8,54.6,37.2,15,22.129
85,Region 113,2024-08-26T16:00,663.982,39.4,56.5,43.6,15.2,22.129
85,Region 113,2024-08-26T17:00,697.392,38.9,58.2,49.5,15.3,22.129
85,Region 113,2024-08-26T18:00,408.087,45,56.9,26.5,13.3,22.129
85,Region 113,2024-08-26T19:00,279.504,47.3,56.3,18.9,12.6,22.129
85,Region 113,2024-08-26T20:00,242.708,46,53.1,15.4,13,22.129
85,Region 113,2024-08-26T21:00,184.473,48.5,54,11.3,12.3,22.129
85,Region 113,2024-08-26T22:00,119.43,50.1,54.9,9.5,11.9,22.129
85,Region 113,2024-08-26T23:00,59.894,52.3,54.4,3.9,11.4,22.129
86,Region 114,2024-08-26T00:00,75.731,54.1,57.7,6.6,11,40.394
86,Region 114,2024-08-26T01:00,24.69,62.5,62.6,0.1,9.5,40.394
86,Region 114,2024-08-26T02:00,19.397,53.4,58.9,10.3,11.2,40.394
86,Region 114,2024-08-26T03:00,29.48,58.1,59.7,2.6,10.3,40.394
86,Region 114,2024-08-26T04:00,50.298,44.6,58.6,31.3,13.4,40.394
86,Region 114,2024-08-26T05:00,162.556,57.9,61.8,6.6,10.3,40.394
86,Region 114,2024-08-26T06:00,457.68,55.7,60.1,7.7,10.7,40.394
86,Region 114,2024-08-26T07:00,972.737,55.9,61.3,9.6,10.7,40.394
86,Region 114,2024-08-26T08:00,1328.529,53.2,60.9,14.4,11.2,40.394
86,Region 114,2024-08-26T09:00,803.515,54.5,60.1,10.3,11,40.394
86,Region 114,2024-08-26T10:00,733.145,53.6,59.5,11,11.1,40.394
86,Region 114,2024-08-26T11:00,742.994,53.9,58.9,9.2,11.1,40.394
86,Region 114,2024-08-26T12:00,809.703,52.6,59.5,13.1,11.3,40.394
86,Region 114,2024-08-26T13:00,886.417,52.4,59,12.5,11.4,40.394
86,Region 114,2024-08-26T14:00,922.762,53.1,59.6,12.2,11.2,40.394
