,PO: REI3D101,Unnamed: 1,Route: REI-D101,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10
613,10,,HLS0243,BEHEER,"Halte, NL:Q:42024602 Strijplaan",Dijkweg 143 Honselersdijk,REI-0023,,,,
614,11,,HLS0239,BEHEER,"Halte, NL:Q:42024102 Nederhof",Dijkweg Voorbij Stationsweg Honselersdijk,REI-0023,,,,
615,12,,HLS0241,BEHEER,"Halte, NL:Q:42024202 Nieuweweg",Nieuweweg 11 Honselersdijk,REI-0023,,,,
616,13,,HLS0240,BEHEER,"Halte, NL:Q:42024201 Nieuweweg",Nieuweweg 11 Honselersdijk,REI-0023,,,,
617,14,,HLS0238,BEHEER,"Halte, NL:Q:42024101 Nederhof",Dijkweg Voorbij Stationsweg Honselersdijk,REI-0023,,,,
618,15,,HLS0286,BEHEER,"Halte, NL:Q:42040502 Industriestraat",Dijkweg 56 Naaldwijk,REI-0023,,,,
619,16,,HLS0281,BEHEER,"Halte, NL:Q:42040101 Ambachtstraat",Grote Woerdlaan 28 Naaldwijk,REI-0023,,,,
620,17,,HLS0283,BEHEER,"Halte, NL:Q:42040401 Hoge Woerd",Grote Woerdlaan 36B Naaldwijk,REI-0023,,,,
621,18,,HLS0284,BEHEER,"Halte, NL:Q:42040402 Hoge Woerd",Grote Woerdlaan/Industriestraat Naaldwijk,REI-0023,,,,
622,19,,HLS0282,BEHEER,"Halte, NL:Q:42040102 Ambachtstraat",Grote Woerdlaan 23D Naaldwijk,REI-0023,,,,
623,20,,HLS0289,BEHEER,"Halte, NL:Q:42040701 Lage Woerd",van der Hoevenstraat/Lage Woerd Naaldwijk,REI-0023,,,,
624,21,,HLS0287,BEHEER,"Halte, NL:Q:42040601 Linde",Secretaris Verhoefweg/Linde Naaldwijk,REI-0023,,,,
625,22,,HLS0294,BEHEER,"Halte, NL:Q:42041302 Zuidweg",Kruisbroekweg/Secretaris Verhoefweg Naaldwijk,REI-0023,,,,
626,23,,HLS0293,BEHEER,"Halte, NL:Q:42041301 Zuidweg",Kruisbroekweg/Secretaris VerhoefwegNaaldwijk,REI-0023,,,,Verplaatst van D303 naar D302
627,,,,,,,,,,,
628,PO:REI3D303,,Route: REI-D303,,,,,,,,
629,Volgorde,Locatie,Activum,Activum status,Beschrijving activum/locatie,Beschrijving,Taakplan,Inspectieformulier,Naam,,
630,1,,HLS0227,BEHEER,"Halte, NL:Q:42021602 Heliotroop",Koningin Julianalaan/Heliotroop 's-Gravenzande,REI-0023,,,,
631,2,,HLS0225,BEHEER,"Halte, NL:Q:42021302 Edisonstraat",Koningin Julianalaan/Eikenlaan 's-Gravenzande,REI-0023,,,,
632,3,,HLS0224,BEHEER,"Halte, NL:Q:42021301 Edisonstraat",Koningin Julianalaan/Eikenlaan 's-Gravenzande,REI-0023,,,,
633,4,,HLS0226,BEHEER,"Halte, NL:Q:42021601 Heliotroop",Koningin Julianalaan/Heliotroop 's-Gravenzande,REI-0023,,,,
634,5,,HLS0120,BEHEER,"Halte, NL:Q:42008802 Hoofdstraat",M.A. de Ruyterstraat/Piet Heinstraat De Lier,REI-0023,,,,
635,6,,HLS0119,BEHEER,"Halte, NL:Q:42008801 Hoofdstraat",M.A. de Ruyterstraat/Piet Heinstraat De Lier,REI-0023,,,,
636,7,,HLS0123,BEHEER,"Halte, NL:Q:42009501 Zwethburgh",Bleijenburg 37 De Lier,REI-0023,,,,
637,8,,HLS0359,BEHEER,"Halte, NL:Q:42009502 Zwethburgh",Bleijenburg 37 De Lier,REI-0023,,,,
638,9,,HLS0121,BEHEER,"Halte, NL:Q:42009401 Sportlaan",Diepenburg/Sportlaan De Lier,REI-0023,,,,
639,10,,HLS0122,BEHEER,"Halte, NL:Q:42009402 Sportlaan",Sportlaan/Diepenburg De Lier,REI-0023,,,,
640,11,,HLS0328,BEHEER,"Halte, NL:Q:42071602 Kijckerweg",Sportlaan/Kijckerweg De Lier,REI-0023,,,,
641,12,,HLS0327,BEHEER,"Halte, NL:Q:42071601 Kijckerweg",Sportlaan/Kijckerweg De Lier,REI-0023,,,,
642,13,,HLS0009,BEHEER,"Halte, NL:Q:42000601 Rooms Katholieke Kerk",Hoornseweg/Voorhaven Den Hoorn,REI-0023,,,,Verplaatst van D304 naar D303
643,14,,HLS0382,BEHEER,"Halte, NL:Q:42000102 Houtzagerij",Hoornseweg/Voorhaven Den Hoorn,REI-0023,,,,Verplaatst van D304 naar D303
644,15,,HLS0383,BEHEER,"Halte, NL:Q:54266300 Hooipolderweg",Rijksstraatweg 1 Den Hoorn,REI-0023,,,,Verplaatst van D304 naar D303
645,16,,HLS0384,BEHEER,"Halte, NL:Q:54266290 Hooipolderweg",Harnasdreef/Hooipolderweg Den Hoorn,REI-0023,,,,Verplaatst van D304 naar D303
646,17,,HLS0323,BEHEER,"Halte, NL:Q:42070202 Harnaschdreef",Harnasdreef/Hooipolderweg Den Hoorn,REI-0023,,,,Verplaatst van D304 naar D303
647,18,,HLS0322,BEHEER,"Halte, NL:Q:42070201 Harnaschdreef",,REI-0023,,,,Verplaatst van D304 naar D303
648,19,,HLS0385,BEHEER,"Halte, NL:Q:42076702 Heernesse",Harnasdreef/Aagtenland Den Hoorn,REI-0023,,,,Verplaatst van D304 naar D303
649,20,,HLS0386,BEHEER,"Halte, NL:Q:42076701 Heernesse",Harnasdreef/Aagtenland Den Hoorn,REI-0023,,,,Verplaatst van D304 naar D303
650,21,,HLS0324,BEHEER,"Halte, NL:Q:42070301 Woudselaan",Harnasdreef/Noorhoorn Den Hoorn,REI-0023,,,,Verplaatst van D304 naar D303
651,22,,HLS0325,BEHEER,"Halte, NL:Q:42070302 Woudselaan",Harnasdreef/Noorhoorn Den Hoorn,REI-0023,,,,Verplaatst van D304 naar D303
652,,,,,,,,,,,
653,PO:REI3D304,,Route: REI-D304,,,,,,,,
654,Volgorde,Locatie,Activum,Activum status,Beschrijving activum/locatie,Beschrijving,Taakplan,Inspectieformulier,Naam,,
655,1,,HLS0253,BEHEER,"Halte, NL:Q:42034302 Hammerdreef",Hofsingel/Hammerdreef Maasland,REI-0023,,,,
656,2,,HLS0255,BEHEER,"Halte, NL:Q:42034402 Kluisweer",Hofsingel/Hammerdreef Maasland,REI-0023,,,,
657,3,,HLS0255,BEHEER,"Halte, NL:Q:42034402 Kluisweer",Hofsingel/Breeveld Maasland,REI-0023,,,,
658,4,,HLS0250,BEHEER,"Halte, NL:Q:42034101 Doelstraat",Hofsingel/Breeveld Maasland,REI-0023,,,,
659,5,,HLS0251,BEHEER,"Halte, NL:Q:42034102 Doelstraat",Hofsingel 47 Maasland,REI-0023,,,,
660,6,,HLS0248,BEHEER,"Halte, NL:Q:42034001 Commandeurskade",Hofsingel 47 Maasland,REI-0023,,,,
661,7,,HLS0248,BEHEER,"Halte, NL:Q:42034001 Commandeurskade",Commandeurskade 14 Maasland,REI-0023,,,,
662,8,,HLS0010,BEHEER,"Halte, NL:Q:42000602 Rooms Katholieke Kerk",Commandeurskade 14 Maasland,REI-0023,,,,
663,9,,HLS0261,BEHEER,"Halte, NL:Q:42035004 Viaduct B",Oude Veiling/Kortebuurt Maasland,REI-0023,,,,Verplaatst van D303 naar D304
664,10,,HLS0260,BEHEER,"Halte, NL:Q:42035003 Viaduct D",Oude Veiling/Kortebuurt Maasland,REI-0023,,,,Verplaatst van D303 naar D304
665,11,,HLS0259,BEHEER,"Halte, NL:Q:42035002 Viaduct C",Oude Veiling/Kortebuurt Maasland,REI-0023,,,,Verplaatst van D303 naar D304
666,12,,HLS0258,BEHEER,"Halte, NL:Q:42035001 Viaduct E",Oude Veiling/Kortebuurt Maasland,REI-0023,,,,Verplaatst van D303 naar D304
667,13,,HLS0256,BEHEER,"Halte, NL:Q:42034901 Nieuw Huis Ter Lucht",Kerkweg 34 Maasland,REI-0023,,,,Verplaatst van D303 naar D304
668,14,,HLS0257,BEHEER,"Halte, NL:Q:42034902 Nieuw Huis Ter Lucht",Kerkweg 34 Maasland,REI-0023,,,,Verplaatst van D303 naar D304
669,15,,HLS0252,BEHEER,"Halte, NL:Q:42034301 Hammerdreef",Hofsingel/Hammerdreef Maasland,REI-0023,,,,Verplaatst van D303 naar D304
670,,,,,,,,,,,
671,,,,,,,,,,,
672,www.ritplan.nl,,,,,,,,,,
